user_id,signup_date,segment,email_sent_date,opened,clicked,upgraded_to_premium
user_242,2025-02-04,active,2025-03-01,0,0,0
user_243,2025-03-23,active,2025-04-05,0,0,0
user_244,2025-06-01,new,2025-06-29,1,1,0
user_245,2025-03-09,new,2025-04-07,0,0,0
user_246,2025-06-22,active,2025-07-19,1,0,0
user_247,2025-03-01,new,2025-03-15,1,0,0
user_248,2025-02-28,active,2025-03-18,1,0,0
user_249,2025-03-26,active,2025-04-19,1,0,0
user_250,2025-05-24,active,2025-06-17,1,0,0
user_251,2025-03-26,new,2025-04-13,0,0,0
user_252,2025-04-12,new,2025-05-08,1,0,0
user_253,2025-06-07,active,2025-06-27,1,1,0
user_254,2025-07-01,new,2025-07-30,0,0,0
user_255,2025-07-01,new,2025-07-09,0,0,0
user_256,2025-02-07,churned,2025-02-23,0,0,0
user_257,2025-04-06,active,2025-04-14,0,0,0
user_258,2025-04-26,churned,2025-05-05,1,1,0
user_259,2025-04-08,churned,2025-04-22,0,0,0
user_260,2025-04-11,new,2025-04-27,1,1,0
user_261,2025-03-28,churned,2025-03-29,0,0,0
user_262,2025-07-12,active,2025-07-25,1,0,0
user_263,2025-02-03,new,2025-02-14,0,0,0
user_264,2025-02-08,churned,2025-03-02,0,0,0
user_265,2025-02-10,active,2025-03-04,0,0,0
user_266,2025-06-30,active,2025-07-26,1,0,0
user_267,2025-07-10,churned,2025-07-23,0,0,0
user_268,2025-04-13,active,2025-05-07,1,0,0
user_269,2025-04-30,new,2025-05-06,0,0,0
user_270,2025-06-28,new,2025-07-25,0,0,0
user_271,2025-05-23,active,2025-06-07,1,1,0
user_272,2025-06-06,active,2025-07-06,1,0,0
user_273,2025-06-07,active,2025-06-12,0,0,0
user_274,2025-03-10,active,2025-03-30,1,0,0
user_275,2025-04-02,churned,2025-04-20,0,0,0
user_276,2025-06-20,churned,2025-06-21,0,0,0
user_277,2025-04-08,active,2025-05-08,1,0,0
user_278,2025-06-09,churned,2025-06-22,0,0,0
user_279,2025-05-15,active,2025-06-03,1,0,0
user_280,2025-03-29,active,2025-04-17,0,0,0
user_281,2025-05-23,active,2025-06-14,1,0,0
user_282,2025-07-06,new,2025-07-07,0,0,0
user_283,2025-04-03,new,2025-04-06,0,0,0
user_284,2025-03-07,new,2025-03-28,1,0,0
user_285,2025-06-30,churned,2025-07-14,0,0,0
user_286,2025-07-13,new,2025-07-18,0,0,0
user_287,2025-02-09,new,2025-03-09,0,0,0
user_288,2025-03-09,churned,2025-03-24,1,0,0
user_289,2025-07-22,new,2025-07-28,0,0,0
user_290,2025-07-02,churned,2025-07-04,0,0,0
user_291,2025-05-26,new,2025-06-04,0,0,0
user_292,2025-06-13,new,2025-06-26,1,0,0
user_293,2025-04-12,active,2025-04-23,0,0,0
user_294,2025-03-23,new,2025-03-30,0,0,0
user_295,2025-03-24,new,2025-04-08,1,0,0
user_296,2025-06-01,churned,2025-06-12,0,0,0
user_297,2025-04-14,active,2025-04-25,0,0,0
user_298,2025-07-10,new,2025-08-04,0,0,0
user_299,2025-06-13,churned,2025-07-12,0,0,0
user_300,2025-04-19,new,2025-05-02,0,0,0
user_301,2025-07-25,new,2025-08-03,0,0,0
user_302,2025-04-17,churned,2025-05-12,0,0,0
user_303,2025-05-19,churned,2025-06-15,0,0,0
user_304,2025-03-31,churned,2025-04-14,0,0,0
user_305,2025-05-13,active,2025-05-22,1,0,0
user_306,2025-04-08,active,2025-05-05,1,0,0
user_307,2025-01-28,churned,2025-01-31,0,0,0
user_308,2025-03-05,new,2025-03-21,0,0,0
user_309,2025-02-06,active,2025-02-07,1,1,0
user_310,2025-03-23,new,2025-04-16,1,1,0
user_311,2025-06-16,new,2025-07-04,0,0,0
user_312,2025-06-07,new,2025-06-09,1,0,0
user_313,2025-05-11,new,2025-05-23,1,0,0
user_314,2025-05-31,active,2025-06-08,1,1,0
user_315,2025-07-11,active,2025-08-01,0,0,0
user_316,2025-02-27,churned,2025-03-02,0,0,0
user_317,2025-03-09,new,2025-04-03,0,0,0
user_318,2025-07-10,new,2025-07-31,0,0,0
user_319,2025-05-06,new,2025-05-08,1,1,0
user_320,2025-07-11,new,2025-08-05,0,0,0
user_321,2025-07-13,churned,2025-07-14,0,0,0
user_322,2025-02-26,active,2025-03-06,0,0,0
user_323,2025-03-25,churned,2025-04-01,0,0,0
user_324,2025-03-19,new,2025-04-15,1,0,0
user_325,2025-03-12,active,2025-03-13,1,0,0
user_326,2025-06-15,active,2025-07-05,0,0,0
user_327,2025-07-11,churned,2025-07-16,1,0,0
user_328,2025-03-17,churned,2025-03-25,0,0,0
user_329,2025-07-05,new,2025-07-10,0,0,0
user_330,2025-06-08,new,2025-06-24,0,0,0
user_331,2025-07-08,new,2025-07-30,0,0,0
user_332,2025-02-23,active,2025-02-27,0,0,0
user_333,2025-07-08,new,2025-07-27,0,0,0
user_334,2025-02-03,new,2025-02-10,1,1,0
user_335,2025-05-26,new,2025-06-10,0,0,0
user_336,2025-04-13,new,2025-05-06,1,0,0
user_337,2025-06-25,active,2025-07-04,1,1,0
user_338,2025-03-02,active,2025-03-27,1,0,0
user_339,2025-05-23,new,2025-06-04,0,0,0
user_340,2025-02-27,new,2025-03-05,0,0,0
user_341,2025-02-23,new,2025-03-15,0,0,0
user_342,2025-07-15,new,2025-08-04,0,0,0
user_343,2025-02-17,new,2025-03-13,0,0,0
user_344,2025-07-05,new,2025-07-28,1,0,0
user_345,2025-04-09,new,2025-04-13,1,0,0
user_346,2025-02-07,churned,2025-03-04,1,0,0
user_347,2025-02-26,churned,2025-03-25,0,0,0
user_348,2025-03-03,new,2025-03-09,0,0,0
user_349,2025-03-14,new,2025-03-24,0,0,0
user_350,2025-05-06,churned,2025-05-10,0,0,0
user_351,2025-05-20,churned,2025-06-08,1,0,0
user_352,2025-06-03,active,2025-06-04,0,0,0
user_353,2025-02-04,churned,2025-03-06,0,0,0
user_354,2025-05-06,new,2025-05-16,1,0,0
user_355,2025-05-25,new,2025-06-13,0,0,0
user_356,2025-05-19,churned,2025-06-10,1,0,0
user_357,2025-04-15,new,2025-05-15,0,0,0
user_358,2025-06-22,churned,2025-07-05,0,0,0
user_359,2025-02-04,active,2025-02-17,1,0,0
user_360,2025-02-10,churned,2025-03-05,1,0,0
user_361,2025-05-10,new,2025-05-17,0,0,0
user_362,2025-03-30,churned,2025-04-02,1,0,0
user_363,2025-05-06,new,2025-05-25,0,0,0
user_364,2025-07-07,churned,2025-07-30,0,0,0
user_365,2025-07-23,active,2025-08-19,0,0,0
user_366,2025-03-30,new,2025-04-20,0,0,0
user_367,2025-02-16,active,2025-02-24,1,0,0
user_368,2025-03-03,active,2025-03-07,0,0,0
user_369,2025-06-30,new,2025-07-23,1,0,0
user_370,2025-07-07,new,2025-08-01,0,0,0
user_371,2025-03-10,new,2025-03-20,1,0,0
user_372,2025-06-01,new,2025-06-29,0,0,0
user_373,2025-03-18,new,2025-04-09,0,0,0
user_374,2025-05-19,churned,2025-06-08,0,0,0
user_375,2025-06-22,new,2025-07-18,1,1,0
user_376,2025-04-27,new,2025-05-01,1,1,1
user_377,2025-07-08,active,2025-08-03,1,1,1
user_378,2025-05-24,new,2025-06-12,0,0,0
user_379,2025-04-22,active,2025-05-18,0,0,0
user_380,2025-05-14,new,2025-05-16,1,0,0
user_381,2025-06-15,new,2025-06-27,0,0,0
user_382,2025-04-04,churned,2025-04-22,0,0,0
user_383,2025-03-08,churned,2025-03-22,0,0,0
user_384,2025-01-26,active,2025-02-17,1,0,0
user_385,2025-05-09,active,2025-05-21,1,0,0
user_386,2025-02-19,active,2025-02-22,1,0,0
user_387,2025-02-08,new,2025-02-25,1,1,0
user_388,2025-03-12,new,2025-04-02,0,0,0
user_389,2025-07-23,active,2025-08-03,1,1,0
user_390,2025-02-05,active,2025-02-06,0,0,0
user_391,2025-03-06,active,2025-04-03,0,0,0
user_392,2025-05-10,new,2025-05-24,0,0,0
user_393,2025-02-06,new,2025-03-05,1,0,0
user_394,2025-06-29,active,2025-07-15,0,0,0
user_395,2025-06-21,new,2025-06-25,1,0,0
user_396,2025-05-19,active,2025-06-02,1,0,0
user_397,2025-06-26,active,2025-07-08,1,1,0
user_398,2025-06-28,new,2025-07-19,1,0,0
user_399,2025-03-06,active,2025-04-04,0,0,0
user_400,2025-06-16,active,2025-07-13,1,1,0
user_401,2025-05-17,new,2025-06-01,1,0,0
user_402,2025-05-14,active,2025-06-06,0,0,0
user_403,2025-02-21,churned,2025-02-26,0,0,0
user_404,2025-06-02,active,2025-06-16,1,0,0
user_405,2025-04-29,new,2025-05-05,0,0,0
user_406,2025-06-03,active,2025-06-27,1,0,0
user_407,2025-01-31,new,2025-02-17,0,0,0
user_408,2025-02-13,new,2025-03-06,1,0,0
user_409,2025-05-19,active,2025-05-28,1,0,0
user_410,2025-03-18,new,2025-04-07,1,1,1
user_411,2025-03-22,new,2025-04-17,1,1,0
user_412,2025-05-22,active,2025-06-21,0,0,0
user_413,2025-07-12,active,2025-07-30,1,0,0
user_414,2025-07-02,churned,2025-07-27,1,1,1
user_415,2025-02-13,churned,2025-03-01,0,0,0
user_416,2025-04-08,new,2025-04-23,1,0,0
user_417,2025-05-16,new,2025-05-30,1,0,0
user_418,2025-07-14,new,2025-08-10,1,0,0
user_419,2025-07-25,churned,2025-08-18,1,0,1
user_420,2025-05-01,active,2025-05-20,0,0,0
user_421,2025-06-22,active,2025-07-01,1,0,0
user_422,2025-02-12,active,2025-02-23,0,0,0
user_423,2025-05-19,new,2025-06-16,0,0,0
user_424,2025-06-14,new,2025-06-22,0,0,0
user_425,2025-04-03,new,2025-04-30,0,0,0
user_426,2025-03-06,churned,2025-04-05,1,0,0
user_427,2025-01-26,new,2025-01-29,0,0,0
user_428,2025-04-07,active,2025-04-16,0,0,0
user_429,2025-03-04,new,2025-04-02,1,1,1
user_430,2025-07-23,new,2025-08-07,0,0,0
user_431,2025-06-27,new,2025-07-05,0,0,0
user_432,2025-07-06,active,2025-07-31,1,0,0
user_433,2025-01-30,churned,2025-02-14,0,0,0
user_434,2025-06-17,new,2025-07-06,0,0,0
user_435,2025-03-08,new,2025-03-28,1,0,0
user_436,2025-07-16,active,2025-08-07,1,0,0
user_437,2025-04-22,new,2025-05-05,0,0,0
user_438,2025-02-26,active,2025-03-09,0,0,0
user_439,2025-03-06,active,2025-03-07,1,0,0
user_440,2025-06-18,new,2025-07-04,0,0,0
user_441,2025-04-06,new,2025-05-04,1,0,0
user_442,2025-06-23,active,2025-07-04,1,0,0
user_443,2025-07-15,new,2025-07-21,0,0,0
user_444,2025-05-08,new,2025-05-24,1,0,0
user_445,2025-04-23,active,2025-04-30,1,0,0
user_446,2025-07-15,active,2025-07-27,0,0,0
user_447,2025-04-25,active,2025-05-21,1,0,0
user_448,2025-06-02,active,2025-06-11,1,0,0
user_449,2025-02-01,new,2025-02-12,0,0,0
user_450,2025-05-23,new,2025-06-01,0,0,0
user_451,2025-02-05,active,2025-03-06,1,0,0
user_452,2025-06-29,churned,2025-07-19,0,0,0
user_453,2025-04-26,new,2025-05-19,1,0,0
user_454,2025-03-04,active,2025-04-02,0,0,0
user_455,2025-04-12,new,2025-04-21,0,0,0
user_456,2025-02-17,new,2025-03-07,0,0,0
user_457,2025-06-16,new,2025-06-17,0,0,0
user_458,2025-05-26,new,2025-06-12,0,0,0
user_459,2025-06-14,new,2025-06-21,1,0,0
user_460,2025-06-10,new,2025-06-13,0,0,0
user_461,2025-04-11,new,2025-04-19,1,0,0
user_462,2025-07-19,churned,2025-08-12,0,0,0
user_463,2025-06-10,active,2025-06-24,1,0,0
user_464,2025-05-01,churned,2025-05-17,0,0,0
user_465,2025-04-11,active,2025-04-29,1,0,0
user_466,2025-02-04,new,2025-03-01,0,0,0
user_467,2025-05-23,new,2025-05-31,0,0,0
user_468,2025-05-18,active,2025-06-10,1,0,0
user_469,2025-06-15,new,2025-07-01,1,0,0
user_470,2025-01-27,active,2025-02-17,0,0,0
user_471,2025-06-28,new,2025-07-21,1,0,0
user_472,2025-04-19,active,2025-05-05,0,0,0
user_473,2025-07-16,new,2025-07-31,1,1,0
user_474,2025-03-27,active,2025-04-22,1,1,0
user_475,2025-05-30,churned,2025-05-31,0,0,0
user_476,2025-06-04,active,2025-06-07,0,0,0
user_477,2025-03-30,new,2025-04-09,0,0,0
user_478,2025-04-27,churned,2025-05-05,0,0,0
user_479,2025-05-08,active,2025-05-21,1,0,0
user_480,2025-05-28,churned,2025-06-20,0,0,0
user_481,2025-05-29,churned,2025-06-06,1,0,0
user_482,2025-07-19,churned,2025-07-29,0,0,0
user_483,2025-02-07,new,2025-03-01,0,0,0
user_484,2025-06-06,churned,2025-06-25,0,0,0
user_485,2025-04-14,churned,2025-04-26,0,0,0
user_486,2025-05-02,active,2025-05-18,0,0,0
user_487,2025-05-15,new,2025-06-02,0,0,0
user_488,2025-07-08,new,2025-07-25,0,0,1
user_489,2025-05-15,active,2025-05-27,1,1,0
user_490,2025-04-27,active,2025-05-11,1,1,0
user_491,2025-02-11,new,2025-03-07,1,1,0
user_492,2025-03-17,churned,2025-04-04,0,0,0
user_493,2025-04-14,new,2025-04-25,1,0,0
user_494,2025-02-02,new,2025-02-14,1,1,0
user_495,2025-03-10,new,2025-04-02,0,0,0
user_496,2025-05-02,new,2025-05-17,1,0,0
user_497,2025-07-18,churned,2025-07-27,0,0,0
user_498,2025-06-26,new,2025-07-06,0,0,0
user_499,2025-05-20,active,2025-05-29,0,0,0
user_500,2025-06-10,active,2025-06-18,0,0,0
